GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000038349.10	0.481555136735332	0.714756144246931	3.50280725848106	0.204052376138125	0.838312569601005	NA	chr1	55405920	55754285	+	NA	Plcl1
ENSMUSG00000102145.1	0	NA	NA	NA	NA	NA	chr1	55440903	55445930	+	NA	Gm38056
ENSMUSG00000102831.1	0	NA	NA	NA	NA	NA	chr1	55559459	55561055	+	NA	Gm37382
ENSMUSG00000099950.1	0	NA	NA	NA	NA	NA	chr1	55931240	55972328	+	NA	9130227L01Rik
ENSMUSG00000100372.1	0	NA	NA	NA	NA	NA	chr1	56018977	56020203	+	NA	1700003I22Rik
ENSMUSG00000100944.1	0	NA	NA	NA	NA	NA	chr1	56451406	56451562	+	NA	Gm28900
ENSMUSG00000101332.1	0	NA	NA	NA	NA	NA	chr1	56531823	56533876	+	NA	Gm28240
ENSMUSG00000087022.4	0	NA	NA	NA	NA	NA	chr1	56971411	57050084	+	NA	9130024F11Rik
ENSMUSG00000104310.1	0	NA	NA	NA	NA	NA	chr1	56976802	56978640	+	NA	Gm4081
ENSMUSG00000099945.1	0	NA	NA	NA	NA	NA	chr1	57127339	57129400	+	NA	1700126A01Rik
ENSMUSG00000088353.1	0	NA	NA	NA	NA	NA	chr1	57467869	57468026	+	NA	Gm24014
ENSMUSG00000038305.14	0.329082875526475	-0.180485163933271	4.0804728567969	-0.0442314335292378	0.964719926231715	NA	chr1	57774161	57948394	+	NA	Spats2l
ENSMUSG00000026039.9	0.173746228436009	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	57995970	58025899	+	NA	Sgol2a
ENSMUSG00000038242.12	0	NA	NA	NA	NA	NA	chr1	58210396	58268597	+	NA	Aox4
ENSMUSG00000079554.2	0	NA	NA	NA	NA	NA	chr1	58278325	58380259	+	NA	Aox2
ENSMUSG00000085054.2	0	NA	NA	NA	NA	NA	chr1	58505147	58523230	+	NA	Gm15834
ENSMUSG00000099490.1	0	NA	NA	NA	NA	NA	chr1	58630374	58637344	+	NA	Gm18802
ENSMUSG00000059647.5	0.657500084303944	-0.179652159980595	2.77408411477284	-0.0647608913601043	0.948364380226349	NA	chr1	58646687	58647239	+	NA	Cbx3-ps7
ENSMUSG00000102059.1	0.636334352118062	1.30032474921566	2.81785518944826	0.46145903951518	0.644469302002993	NA	chr1	58652640	58655831	+	NA	Gm20257
ENSMUSG00000101046.1	0	NA	NA	NA	NA	NA	chr1	58702308	58703986	+	NA	Gm28803
ENSMUSG00000100236.1	0	NA	NA	NA	NA	NA	chr1	58785208	58785659	+	NA	Gm3841
ENSMUSG00000099752.1	0	NA	NA	NA	NA	NA	chr1	59014223	59059481	+	NA	Gm29018
ENSMUSG00000077616.1	0	NA	NA	NA	NA	NA	chr1	59070987	59071118	+	NA	Gm25502
ENSMUSG00000026023.16	0	NA	NA	NA	NA	NA	chr1	59256905	59352993	+	NA	Cdk15
ENSMUSG00000099922.1	0	NA	NA	NA	NA	NA	chr1	59378929	59392299	+	NA	Gm29016
ENSMUSG00000047361.15	0	NA	NA	NA	NA	NA	chr1	59516263	59636417	+	NA	Gm973
ENSMUSG00000089276.1	0	NA	NA	NA	NA	NA	chr1	59626579	59626664	+	NA	Gm24545
ENSMUSG00000101400.1	0	NA	NA	NA	NA	NA	chr1	59673240	59673625	+	NA	Gm29596
ENSMUSG00000103696.1	0	NA	NA	NA	NA	NA	chr1	59929687	59935102	+	NA	Gm37531
ENSMUSG00000026782.15	2.72230761600345	1.08183132828859	1.0636493544818	1.0170939546291	0.309108735898973	NA	chr1	60409618	60481158	+	NA	Abi2
ENSMUSG00000084151.1	0	NA	NA	NA	NA	NA	chr1	60700871	60701937	+	NA	Gm11577
ENSMUSG00000026012.2	0.15413836827709	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115296	NA	chr1	60716799	60773359	+	NA	Cd28
ENSMUSG00000085965.1	0	NA	NA	NA	NA	NA	chr1	60778842	60803790	+	NA	2310016D23Rik
ENSMUSG00000104069.1	0	NA	NA	NA	NA	NA	chr1	60779351	60781461	+	NA	Gm37198
ENSMUSG00000083118.1	0	NA	NA	NA	NA	NA	chr1	60792489	60793832	+	NA	Gm11609
ENSMUSG00000083355.1	0	NA	NA	NA	NA	NA	chr1	60809115	60809942	+	NA	Gm11581
ENSMUSG00000102549.1	0	NA	NA	NA	NA	NA	chr1	60880337	60881738	+	NA	Gm38137
ENSMUSG00000026011.13	0	NA	NA	NA	NA	NA	chr1	60886999	60915832	+	NA	Ctla4
ENSMUSG00000081382.1	1.3749758756769	-2.88313597207653	1.7319094052052	-1.66471523476421	0.0959695820706377	NA	chr1	60900897	60901422	+	NA	Rpl18-ps1
ENSMUSG00000026009.14	0.502829103962484	-1.07683860611849	3.38663593721161	-0.317967040474126	0.750509938318941	NA	chr1	60977926	61000320	+	NA	Icos
ENSMUSG00000102561.1	0	NA	NA	NA	NA	NA	chr1	60989478	60991963	+	NA	Gm37039
ENSMUSG00000082804.3	0	NA	NA	NA	NA	NA	chr1	61075673	61076225	+	NA	Rpl17-ps1
ENSMUSG00000085248.2	0	NA	NA	NA	NA	NA	chr1	61301908	61307746	+	NA	Gm11587
ENSMUSG00000085447.1	0	NA	NA	NA	NA	NA	chr1	61378431	61395904	+	NA	9530026F06Rik
ENSMUSG00000086408.1	0	NA	NA	NA	NA	NA	chr1	61440100	61469475	+	NA	Gm11588
ENSMUSG00000089546.1	0	NA	NA	NA	NA	NA	chr1	61470440	61470543	+	NA	Gm25839
ENSMUSG00000100965.1	0	NA	NA	NA	NA	NA	chr1	61474950	61476028	+	NA	Gm28449
ENSMUSG00000102168.1	0	NA	NA	NA	NA	NA	chr1	61545881	61546163	+	NA	Gm36943
ENSMUSG00000100381.1	0	NA	NA	NA	NA	NA	chr1	61548121	61548511	+	NA	Gm28094
ENSMUSG00000052062.14	6.30734589145903	-0.640608532466453	0.665324094338124	-0.962851846067203	0.33562187799922	NA	chr1	61638823	62642284	+	NA	Pard3b
ENSMUSG00000103656.1	0	NA	NA	NA	NA	NA	chr1	61654422	61657158	+	NA	Gm37205
ENSMUSG00000104402.1	0	NA	NA	NA	NA	NA	chr1	61677248	61680277	+	NA	Gm38012
ENSMUSG00000104081.1	0	NA	NA	NA	NA	NA	chr1	61702526	61703891	+	NA	Gm38278
ENSMUSG00000103002.1	0	NA	NA	NA	NA	NA	chr1	61805220	61806140	+	NA	Gm38075
ENSMUSG00000102359.1	0	NA	NA	NA	NA	NA	chr1	62247152	62249670	+	NA	Gm38351
ENSMUSG00000084333.1	0	NA	NA	NA	NA	NA	chr1	62660838	62661716	+	NA	Gm11599
ENSMUSG00000094290.2	0	NA	NA	NA	NA	NA	chr1	63198030	63198156	+	NA	Gm27512
ENSMUSG00000086730.2	0	NA	NA	NA	NA	NA	chr1	63200312	63207967	+	NA	Platr12
ENSMUSG00000027520.15	0	NA	NA	NA	NA	NA	chr1	63273264	63314576	+	NA	Zdbf2
ENSMUSG00000083066.1	0	NA	NA	NA	NA	NA	chr1	63671467	63671971	+	NA	Gm12748
ENSMUSG00000082373.2	0	NA	NA	NA	NA	NA	chr1	63917847	63935932	+	NA	Gm13754
ENSMUSG00000044689.5	0	NA	NA	NA	NA	NA	chr1	63964726	63968999	+	NA	Gm13749
ENSMUSG00000097272.1	0	NA	NA	NA	NA	NA	chr1	64029462	64032927	+	NA	Gm26649
ENSMUSG00000086836.1	0	NA	NA	NA	NA	NA	chr1	64078653	64090782	+	NA	Gm13748
ENSMUSG00000086721.2	0	NA	NA	NA	NA	NA	chr1	64150200	64150665	+	NA	Gm13750
ENSMUSG00000093228.1	0	NA	NA	NA	NA	NA	chr1	64396333	64396403	+	NA	Gm25748
ENSMUSG00000101832.1	0.175412335504242	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	64617783	64626033	+	NA	Gm28982
ENSMUSG00000100437.1	0	NA	NA	NA	NA	NA	chr1	64649934	64652756	+	NA	Gm29152
ENSMUSG00000070871.10	3.30410077266599	-0.469403562325023	0.88333750249716	-0.531397751140461	0.595143179573218	NA	chr1	64690454	64725644	+	NA	Ccnyl1
ENSMUSG00000102140.1	0	NA	NA	NA	NA	NA	chr1	64736239	64740607	+	NA	Gm38058
ENSMUSG00000097264.1	0	NA	NA	NA	NA	NA	chr1	64934401	64934780	+	NA	Rpl31-ps24
ENSMUSG00000090042.1	0	NA	NA	NA	NA	NA	chr1	65028079	65028732	+	NA	Gm8550
ENSMUSG00000100774.1	0.790562323848031	1.71391077986525	2.44203400933594	0.701837391827033	0.482780577045051	NA	chr1	65095226	65095436	+	NA	Gm7329
ENSMUSG00000025946.13	0	NA	NA	NA	NA	NA	chr1	65282055	65389244	+	NA	Pth2r
ENSMUSG00000082774.1	0	NA	NA	NA	NA	NA	chr1	65552681	65552994	+	NA	Gm8805
ENSMUSG00000025945.11	0	NA	NA	NA	NA	NA	chr1	65926519	65928307	+	NA	Crygf
ENSMUSG00000083242.1	0	NA	NA	NA	NA	NA	chr1	66033084	66033425	+	NA	Gm15659
ENSMUSG00000083289.1	0	NA	NA	NA	NA	NA	chr1	66062964	66063376	+	NA	Gm8812
ENSMUSG00000015222.17	0.832027786791621	-0.767087318451819	2.22474785264892	-0.344797419419229	0.730246673254184	NA	chr1	66175272	66442583	+	NA	Map2
ENSMUSG00000088850.1	0	NA	NA	NA	NA	NA	chr1	66305888	66306025	+	NA	Gm24729
ENSMUSG00000065694.1	0	NA	NA	NA	NA	NA	chr1	66436081	66436232	+	NA	Gm25411
ENSMUSG00000055567.16	0	NA	NA	NA	NA	NA	chr1	66468366	66699866	+	NA	Unc80
ENSMUSG00000077328.1	0	NA	NA	NA	NA	NA	chr1	66866796	66866926	+	NA	Gm25832
ENSMUSG00000082212.1	0	NA	NA	NA	NA	NA	chr1	66951828	66953469	+	NA	Gm15826
ENSMUSG00000086204.1	0	NA	NA	NA	NA	NA	chr1	67249199	67323609	+	NA	Gm15668
ENSMUSG00000077745.1	0	NA	NA	NA	NA	NA	chr1	67257223	67257352	+	NA	Gm26342
ENSMUSG00000082473.1	0	NA	NA	NA	NA	NA	chr1	67585052	67587036	+	NA	Kif22-ps
ENSMUSG00000095282.1	0	NA	NA	NA	NA	NA	chr1	67616974	67617052	+	NA	Gm22548
ENSMUSG00000085075.1	0	NA	NA	NA	NA	NA	chr1	67792480	67805324	+	NA	Gm15669
ENSMUSG00000104395.1	0	NA	NA	NA	NA	NA	chr1	67903229	67905532	+	NA	Gm37957
ENSMUSG00000096031.1	0	NA	NA	NA	NA	NA	chr1	67973675	67973777	+	NA	Gm23189
ENSMUSG00000087329.3	0	NA	NA	NA	NA	NA	chr1	68024242	68025763	+	NA	Gm15671
ENSMUSG00000101387.1	0	NA	NA	NA	NA	NA	chr1	69377320	69378071	+	NA	Pced1c-ps
ENSMUSG00000099804.1	0	NA	NA	NA	NA	NA	chr1	69441055	69444084	+	NA	Gm28497
ENSMUSG00000101156.1	0	NA	NA	NA	NA	NA	chr1	69513931	69547707	+	NA	Gm29114
ENSMUSG00000103402.1	0	NA	NA	NA	NA	NA	chr1	69770867	69772753	+	NA	Gm37930
ENSMUSG00000053153.14	0	NA	NA	NA	NA	NA	chr1	69826969	70725132	+	NA	Spag16
ENSMUSG00000075952.1	0	NA	NA	NA	NA	NA	chr1	70596814	70596921	+	NA	Gm23422
ENSMUSG00000045648.15	0	NA	NA	NA	NA	NA	chr1	70725714	70885397	+	NA	Vwc2l
ENSMUSG00000059483.5	0	NA	NA	NA	NA	NA	chr1	72004287	72004767	+	NA	Gm5528
ENSMUSG00000101496.1	0	NA	NA	NA	NA	NA	chr1	72087856	72088454	+	NA	Gm8885
ENSMUSG00000094655.1	0	NA	NA	NA	NA	NA	chr1	72226239	72226430	+	NA	Gm25360
ENSMUSG00000026188.11	0	NA	NA	NA	NA	NA	chr1	72284368	72303104	+	NA	Tmem169
ENSMUSG00000085812.1	0	NA	NA	NA	NA	NA	chr1	72459498	72460027	+	NA	Gm15843
ENSMUSG00000101968.6	0	NA	NA	NA	NA	NA	chr1	72984843	73025507	+	NA	1700027A15Rik
ENSMUSG00000101112.1	0	NA	NA	NA	NA	NA	chr1	73269063	73306360	+	NA	Gm29185
ENSMUSG00000098697.1	0	NA	NA	NA	NA	NA	chr1	73392245	73392399	+	NA	Gm27315
ENSMUSG00000101812.1	0	NA	NA	NA	NA	NA	chr1	73398967	73430790	+	NA	D530049I02Rik
ENSMUSG00000100044.1	0.175412335504242	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	73512045	73513041	+	NA	Gm9553
ENSMUSG00000100429.1	0	NA	NA	NA	NA	NA	chr1	73528936	73536349	+	NA	Gm29186
ENSMUSG00000088666.1	0	NA	NA	NA	NA	NA	chr1	73763709	73763835	+	NA	Gm25329
ENSMUSG00000061815.11	1.29450010317101	0.553156607124521	1.65877846888198	0.333472261366734	0.738777824572462	NA	chr1	74125540	74148223	+	NA	Rufy4
ENSMUSG00000026180.8	0	NA	NA	NA	NA	NA	chr1	74153988	74161246	+	NA	Cxcr2
ENSMUSG00000094768.1	0	NA	NA	NA	NA	NA	chr1	74212812	74212919	+	NA	Gm25524
ENSMUSG00000064272.3	0	NA	NA	NA	NA	NA	chr1	74278549	74279624	+	NA	Gpbar1
ENSMUSG00000073650.8	0	NA	NA	NA	NA	NA	chr1	74362107	74369321	+	NA	Catip
ENSMUSG00000026177.11	5.94415827405405	0.87844967834266	0.666083449316843	1.31882826280044	0.187226533279925	NA	chr1	74375194	74386062	+	NA	Slc11a1
ENSMUSG00000033276.18	1.1782061575476	-1.5002773934765	1.84677380182767	-0.812377450877711	0.416575080984421	NA	chr1	74601444	74636894	+	NA	Stk36
ENSMUSG00000098351.1	0	NA	NA	NA	NA	NA	chr1	74764797	74764890	+	NA	Gm27507
ENSMUSG00000033227.7	0	NA	NA	NA	NA	NA	chr1	74771891	74785322	+	NA	Wnt6
ENSMUSG00000026167.14	0	NA	NA	NA	NA	NA	chr1	74791515	74804179	+	NA	Wnt10a
ENSMUSG00000089964.1	0	NA	NA	NA	NA	NA	chr1	74850894	74879953	+	NA	Gm16582
ENSMUSG00000090071.4	0	NA	NA	NA	NA	NA	chr1	74854933	74857732	+	NA	Cdk5r2
ENSMUSG00000089653.1	0	NA	NA	NA	NA	NA	chr1	74902370	74907653	+	NA	Gm15841
ENSMUSG00000103145.1	0	NA	NA	NA	NA	NA	chr1	74954251	74955841	+	NA	Gm37744
ENSMUSG00000101840.1	0	NA	NA	NA	NA	NA	chr1	75252321	75257427	+	NA	Gm28294
ENSMUSG00000100556.1	0	NA	NA	NA	NA	NA	chr1	75272604	75275652	+	NA	Gm28902
ENSMUSG00000026208.9	0.944035025376114	2.03782822162111	2.06711413689679	0.98583246335897	0.324215332589662	NA	chr1	75360328	75368579	+	NA	Des
ENSMUSG00000026207.16	0.328557835723496	-0.180485163933271	4.0804728567969	-0.0442314335292377	0.964719926231715	NA	chr1	75375296	75432320	+	NA	Speg
ENSMUSG00000033007.15	0	NA	NA	NA	NA	NA	chr1	75450435	75474343	+	NA	Asic4
ENSMUSG00000051703.14	0.17438707554165	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	75479531	75485705	+	NA	Tmem198
ENSMUSG00000032968.4	0.17438707554165	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	75507076	75510366	+	NA	Inha
ENSMUSG00000026213.15	3.96572810067008	-0.421142381450739	0.859166006805275	-0.490175796196495	0.624009506455074	NA	chr1	75521528	75537335	+	NA	Stk11ip
ENSMUSG00000082059.1	0	NA	NA	NA	NA	NA	chr1	75542210	75542558	+	NA	Gm15183
ENSMUSG00000006576.16	0.810580800713685	0.407802511742487	2.25690970876505	0.180690663059636	0.85661038795348	NA	chr1	75546265	75562172	+	NA	Slc4a3
ENSMUSG00000083244.1	0	NA	NA	NA	NA	NA	chr1	75568082	75568574	+	NA	Gm15180
ENSMUSG00000082528.1	0	NA	NA	NA	NA	NA	chr1	75624653	75626329	+	NA	Gm15182
ENSMUSG00000082012.1	0	NA	NA	NA	NA	NA	chr1	75636389	75637179	+	NA	Gm5257
ENSMUSG00000100827.1	0	NA	NA	NA	NA	NA	chr1	76420691	76528422	+	NA	Gm29069
ENSMUSG00000100553.6	0	NA	NA	NA	NA	NA	chr1	76489132	76502028	+	NA	Gm17751
ENSMUSG00000098611.1	0	NA	NA	NA	NA	NA	chr1	76509559	76509643	+	NA	Mir6343
ENSMUSG00000089326.1	0	NA	NA	NA	NA	NA	chr1	77144752	77144846	+	NA	Gm25974
ENSMUSG00000101849.1	0	NA	NA	NA	NA	NA	chr1	77515279	77517128	+	NA	Gm28386
ENSMUSG00000101506.1	0	NA	NA	NA	NA	NA	chr1	77570671	77570963	+	NA	Gm28385
ENSMUSG00000012187.13	0.829220612458133	-0.764030200771116	2.34940222506697	-0.325201956744267	0.745028227836104	NA	chr1	78510990	78538173	+	NA	Mogat1
ENSMUSG00000100562.1	0	NA	NA	NA	NA	NA	chr1	78615466	78620165	+	NA	Gm29611
ENSMUSG00000047330.8	0.307808908299323	1.67648683912126	4.03781107979431	0.415196948542391	0.677997732459901	NA	chr1	78816757	78820028	+	NA	Kcne4
ENSMUSG00000101324.1	0	NA	NA	NA	NA	NA	chr1	78821257	78822652	+	NA	Gm29187
ENSMUSG00000100397.1	0.307341080044466	1.67457934533999	4.03798165135144	0.414707021954778	0.678356391297202	NA	chr1	79957579	79958057	+	NA	Gm28071
ENSMUSG00000099753.1	0	NA	NA	NA	NA	NA	chr1	80098621	80098885	+	NA	Gm28058
ENSMUSG00000096297.1	0	NA	NA	NA	NA	NA	chr1	80135465	80135572	+	NA	Gm23934
ENSMUSG00000099552.1	0	NA	NA	NA	NA	NA	chr1	80184718	80192073	+	NA	9830004L10Rik
ENSMUSG00000101257.1	0	NA	NA	NA	NA	NA	chr1	80225043	80228792	+	NA	2310015K22Rik
ENSMUSG00000101722.1	0	NA	NA	NA	NA	NA	chr1	80382821	80386251	+	NA	Gm29125
ENSMUSG00000101483.1	0	NA	NA	NA	NA	NA	chr1	80445931	80479867	+	NA	1700016L21Rik
ENSMUSG00000099918.1	0	NA	NA	NA	NA	NA	chr1	80949425	80949897	+	NA	Gm28066
ENSMUSG00000054976.14	0	NA	NA	NA	NA	NA	chr1	81076949	81341764	+	NA	Nyap2
ENSMUSG00000100561.1	0	NA	NA	NA	NA	NA	chr1	81797240	81797946	+	NA	Gm7516
ENSMUSG00000103571.1	0	NA	NA	NA	NA	NA	chr1	82105179	82106983	+	NA	Gm37114
ENSMUSG00000098797.1	0	NA	NA	NA	NA	NA	chr1	82131915	82132019	+	NA	Mir6344
ENSMUSG00000022591.5	0	NA	NA	NA	NA	NA	chr1	82233111	82235933	+	NA	Gm9747
ENSMUSG00000104493.1	0.173746228436009	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	82352216	82355049	+	NA	Gm19552
ENSMUSG00000100170.1	0	NA	NA	NA	NA	NA	chr1	82819834	82820377	+	NA	Gm28942
ENSMUSG00000100432.1	0	NA	NA	NA	NA	NA	chr1	83015392	83016022	+	NA	Gm7539
ENSMUSG00000101315.1	0	NA	NA	NA	NA	NA	chr1	83060929	83061921	+	NA	Krtap28-13
ENSMUSG00000099691.1	0	NA	NA	NA	NA	NA	chr1	83067101	83067473	+	NA	Gm29518
ENSMUSG00000026166.14	0.173746228436009	-1.14226584336213	4.0804728567969	-0.279934675085374	0.779527623443297	NA	chr1	83116765	83119167	+	NA	Ccl20
ENSMUSG00000101173.1	0	NA	NA	NA	NA	NA	chr1	83157983	83159017	+	NA	Gm29519
ENSMUSG00000053161.16	0	NA	NA	NA	NA	NA	chr1	83159751	83210574	+	NA	Daw1
ENSMUSG00000079140.3	0.482228375745729	0.714881682862172	3.49894059172634	0.204313752726352	0.838108323526009	NA	chr1	83314512	83315300	+	NA	Gm6374
ENSMUSG00000094946.1	0	NA	NA	NA	NA	NA	chr1	83795911	83796032	+	NA	Gm25754
ENSMUSG00000077736.1	0	NA	NA	NA	NA	NA	chr1	83921917	83922041	+	NA	Gm24555
ENSMUSG00000093254.1	0	NA	NA	NA	NA	NA	chr1	84695838	84695915	+	NA	Mir5126
ENSMUSG00000096802.1	0.154170760181847	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115296	NA	chr1	84963668	84964559	+	NA	Gm15433
ENSMUSG00000064281.7	0.153670540022233	0.78128750828036	4.0804728567969	0.191469845701573	0.848157503115297	NA	chr1	85012113	85012704	+	NA	Rpl19-ps1
ENSMUSG00000098842.1	0	NA	NA	NA	NA	NA	chr1	85012366	85012446	+	NA	Gm27907
ENSMUSG00000089976.1	0	NA	NA	NA	NA	NA	chr1	85061153	85062642	+	NA	Gm2389
ENSMUSG00000073631.1	0	NA	NA	NA	NA	NA	chr1	85100163	85100535	+	NA	Gm10553
ENSMUSG00000072109.11	0	NA	NA	NA	NA	NA	chr1	85105945	85114035	+	NA	A530040E14Rik
ENSMUSG00000090128.1	0	NA	NA	NA	NA	NA	chr1	85115318	85117237	+	NA	Gm16038
ENSMUSG00000089716.7	0	NA	NA	NA	NA	NA	chr1	85159763	85194260	+	NA	Gm6264
ENSMUSG00000079457.9	0.327416768458242	-0.180485163933271	4.0804728567969	-0.0442314335292377	0.964719926231715	NA	chr1	85199612	85213786	+	NA	Gm7609
ENSMUSG00000090252.1	0	NA	NA	NA	NA	NA	chr1	85246850	85255465	+	NA	Gm16028
ENSMUSG00000079455.9	0	NA	NA	NA	NA	NA	chr1	85266697	85285491	+	NA	Gm16026
ENSMUSG00000089652.1	0	NA	NA	NA	NA	NA	chr1	85326728	85342615	+	NA	Gm16025
ENSMUSG00000101751.1	0	NA	NA	NA	NA	NA	chr1	85501089	85514604	+	NA	Gm2427
ENSMUSG00000090186.5	0	NA	NA	NA	NA	NA	chr1	85526689	85550577	+	NA	Gm7592
ENSMUSG00000094127.1	0	NA	NA	NA	NA	NA	chr1	85575675	85577295	+	NA	G530012D18Rik
ENSMUSG00000090103.1	0	NA	NA	NA	NA	NA	chr1	85599285	85599839	+	NA	Gm16094
ENSMUSG00000070031.11	0.944035025376114	2.03782822162111	2.06711413689679	0.98583246335897	0.324215332589662	NA	chr1	85600377	85645037	+	NA	Sp140
ENSMUSG00000026222.16	7.82193843405007	0.182536307772699	0.567102155114995	0.321875531817869	0.747546990328963	NA	chr1	85649987	85709998	+	NA	Sp100
ENSMUSG00000064414.1	0	NA	NA	NA	NA	NA	chr1	85674881	85674985	+	NA	n-R5s215
ENSMUSG00000098634.1	0	NA	NA	NA	NA	NA	chr1	85751947	85752074	+	NA	Mir8096
ENSMUSG00000094834.1	0	NA	NA	NA	NA	NA	chr1	85763793	85763871	+	NA	Gm25472
ENSMUSG00000100217.1	0	NA	NA	NA	NA	NA	chr1	85775270	85784694	+	NA	9930111H07Rik
ENSMUSG00000092932.2	0	NA	NA	NA	NA	NA	chr1	85784712	85784962	+	NA	Gm22906
ENSMUSG00000026224.11	0	NA	NA	NA	NA	NA	chr1	85928482	85940624	+	NA	4933407L21Rik
ENSMUSG00000026226.15	0	NA	NA	NA	NA	NA	chr1	86016815	86029958	+	NA	Spata3
ENSMUSG00000079445.3	0	NA	NA	NA	NA	NA	chr1	86302831	86307305	+	NA	B3gnt7
ENSMUSG00000091806.1	0	NA	NA	NA	NA	NA	chr1	86323266	86323593	+	NA	Gm5258
ENSMUSG00000101853.1	0	NA	NA	NA	NA	NA	chr1	86328038	86328873	+	NA	Gm28627
ENSMUSG00000073627.7	0	NA	NA	NA	NA	NA	chr1	86359573	86373791	+	NA	C130036L24Rik
ENSMUSG00000036574.5	0	NA	NA	NA	NA	NA	chr1	86426328	86428052	+	NA	1700019O17Rik
ENSMUSG00000101328.1	0	NA	NA	NA	NA	NA	chr1	86473658	86474006	+	NA	Rpl30-ps6
ENSMUSG00000103609.1	0	NA	NA	NA	NA	NA	chr1	86638200	86640454	+	NA	Gm37022
ENSMUSG00000101940.1	0	NA	NA	NA	NA	NA	chr1	87068031	87071002	+	NA	Akp-ps1
ENSMUSG00000101625.1	0	NA	NA	NA	NA	NA	chr1	87080170	87096418	+	NA	Gm29371
ENSMUSG00000036500.4	0	NA	NA	NA	NA	NA	chr1	87124972	87127912	+	NA	Akp3
ENSMUSG00000036480.9	0	NA	NA	NA	NA	NA	chr1	87183312	87188405	+	NA	Prss56
ENSMUSG00000026251.13	0	NA	NA	NA	NA	NA	chr1	87190606	87200070	+	NA	Chrnd
ENSMUSG00000026253.14	0	NA	NA	NA	NA	NA	chr1	87204656	87212694	+	NA	Chrng
ENSMUSG00000088318.1	0	NA	NA	NA	NA	NA	chr1	87251147	87251248	+	NA	Gm26187
ENSMUSG00000026255.15	0.327916988617855	-0.180485163933271	4.0804728567969	-0.0442314335292377	0.964719926231715	NA	chr1	87264362	87310839	+	NA	Efhd1
ENSMUSG00000026258.5	0	NA	NA	NA	NA	NA	chr1	87470270	87475482	+	NA	3110079O15Rik
ENSMUSG00000026288.14	2.10517807959897	0.496957544810321	1.1583889813847	0.429007486083194	0.66791777677848	NA	chr1	87620311	87720507	+	NA	Inpp5d
ENSMUSG00000056055.13	0	NA	NA	NA	NA	NA	chr1	87803679	87845158	+	NA	Sag
ENSMUSG00000095942.1	0	NA	NA	NA	NA	NA	chr1	88015923	88016033	+	NA	Gm25198
ENSMUSG00000084021.1	0	NA	NA	NA	NA	NA	chr1	88022380	88023962	+	NA	Gm5832
ENSMUSG00000083478.1	0	NA	NA	NA	NA	NA	chr1	88025210	88026059	+	NA	Gm15375
ENSMUSG00000079429.9	7.32930982219526	1.32207081544006	0.62970084701001	2.09952205355545	0.0357709058370489	NA	chr1	88226985	88262289	+	NA	Mroh2a
ENSMUSG00000036251.16	0	NA	NA	NA	NA	NA	chr1	88277660	88389293	+	NA	Trpm8
ENSMUSG00000100908.1	0	NA	NA	NA	NA	NA	chr1	88459682	88465558	+	NA	Gm28888
ENSMUSG00000100798.1	0	NA	NA	NA	NA	NA	chr1	88551516	88562167	+	NA	Gm19589
ENSMUSG00000104057.1	0	NA	NA	NA	NA	NA	chr1	88653084	88654845	+	NA	Gm38130
ENSMUSG00000100367.1	0	NA	NA	NA	NA	NA	chr1	88656307	88658100	+	NA	Gm29336
ENSMUSG00000097398.2	0	NA	NA	NA	NA	NA	chr1	88754889	88755736	+	NA	Platr5
ENSMUSG00000101333.1	0	NA	NA	NA	NA	NA	chr1	88932318	88933573	+	NA	Gm4753
ENSMUSG00000099378.1	0	NA	NA	NA	NA	NA	chr1	89016112	89022210	+	NA	1700067G17Rik
ENSMUSG00000099544.1	0	NA	NA	NA	NA	NA	chr1	89048973	89049216	+	NA	Gm18699
ENSMUSG00000036206.12	0.98701839618052	-0.18134935303125	1.96571942880089	-0.0922559701929969	0.926494669819493	NA	chr1	89070414	89155068	+	NA	Sh3bp4
ENSMUSG00000102700.1	0	NA	NA	NA	NA	NA	chr1	89097072	89098818	+	NA	Gm38312
ENSMUSG00000055013.14	6.95192559765874	0.574408295847259	0.608872578350172	0.943396559923426	0.345478102104201	NA	chr1	89454805	89897617	+	NA	Agap1
ENSMUSG00000104114.1	0	NA	NA	NA	NA	NA	chr1	89483437	89485821	+	NA	Gm37297
ENSMUSG00000088371.1	0	NA	NA	NA	NA	NA	chr1	89563359	89563474	+	NA	Gm25180
ENSMUSG00000101662.1	0	NA	NA	NA	NA	NA	chr1	89568764	89576602	+	NA	Gm28499
ENSMUSG00000088775.1	0	NA	NA	NA	NA	NA	chr1	89684801	89685112	+	NA	Gm26037
